isbn,authors,original_publication_year,original_title,average_rating,image_url
62107062,Chris Kyle, Scott McEwen, Jim DeFelice,2012,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,3.97,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1582346186,Chelsea Handler,2004,My Horizontal Life: A Collection of One-Night Stands,3.79,https://images.gr-assets.com/books/1388631721m/35982.jpg
61974552,Pittacus Lore,2011,The Power of Six,4.17,https://images.gr-assets.com/books/1345067406m/8659601.jpg
1594488398,Meg Wolitzer,2013,The Interestings,3.54,https://images.gr-assets.com/books/1451446889m/15815333.jpg
836218051,Bill Watterson,1988,The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,4.65,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
067001821X,Geraldine Brooks,2008,People of the Book,4.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1439152802,Kate Morton,2012,The Secret Keeper,4.13,https://images.gr-assets.com/books/1455089196m/13508607.jpg
696215322,Better Homes and Gardens,1953,Better Homes & Gardens New Cook Book,4.14,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
330491237,Douglas Adams,1984,So Long, and Thanks for All the Fish,4.08,https://images.gr-assets.com/books/1369563116m/8698.jpg
140282580,Hermann Hesse, Basil Creighton,1927,Der Steppenwolf: Erzählung,4.11,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
055381706X,Tess Gerritsen,2001,The Surgeon,4.1,https://images.gr-assets.com/books/1277923728m/32263.jpg
670026611,Jojo Moyes,2012,The Girl You Left Behind,3.95,https://images.gr-assets.com/books/1366558957m/17572903.jpg
6480101,Robin Hobb,1996,Royal Assassin,4.21,https://images.gr-assets.com/books/1387145228m/68487.jpg
345347951,Arthur C. Clarke,1953,Childhood's End,4.09,https://images.gr-assets.com/books/1320552628m/414999.jpg
763625299,Kate DiCamillo, Timothy Basil Ering,2004, The Tale of Despereaux,4.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
60852550,Barbara Kingsolver, Steven L. Hopp, Camille Kingsolver, Richard A. Houser,2007,Animal, Vegetable, Miracle: A Year of Food Life,4.03,https://images.gr-assets.com/books/1480104279m/25460.jpg
1619630656,Sarah J. Maas,2014,Heir of Fire,4.53,https://images.gr-assets.com/books/1460846511m/20613470.jpg
385342306,Alan Bradley,2009,The Sweetness at the Bottom of the Pie,3.81,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
785263705,Donald Miller,2003,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,3.92,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
385340397,Diana Gabaldon,2005,A Breath of Snow and Ashes,4.43,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1484724917,Rick Riordan,2014,The Blood of Olympus,4.41,https://images.gr-assets.com/books/1464201441m/18705209.jpg
1250069793,Liane Moriarty,2016,Truly Madly Guilty,3.55,https://images.gr-assets.com/books/1491249206m/26247008.jpg
1607066017,Brian K. Vaughan, Fiona Staples,2012,Saga, Volume One,4.25,https://images.gr-assets.com/books/1486028947m/15704307.jpg
316126691,Chad Harbach,2011,The Art of Fielding,3.99,https://images.gr-assets.com/books/1327882787m/10996342.jpg
99285045,Ernest Hemingway,1964,A Moveable Feast,4.04,https://images.gr-assets.com/books/1427463201m/4631.jpg
1590385810,Brandon Mull,2006,Fablehaven,4.08,https://images.gr-assets.com/books/1460309528m/44652.jpg
64407683,Lemony Snicket, Brett Helquist,2000,The Wide Window,3.91,https://images.gr-assets.com/books/1320705923m/438492.jpg
451458443,Jim Butcher,2001,Grave Peril,4.18,https://images.gr-assets.com/books/1266470209m/91476.jpg
743264738,Walter Isaacson,2007,Einstein. His Life and Universe,4.08,https://images.gr-assets.com/books/1328011405m/10884.jpg
1476717486,S.C. Stephens,2011,Effortless,4.37,https://images.gr-assets.com/books/1364805648m/15842441.jpg
385339097,John Grisham,1998,The Street Lawyer,3.81,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
014034893X,Mildred D. Taylor,1976,Roll of Thunder, Hear My Cry,3.79,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1594743347,Seth Grahame-Smith, Jane Austen,2009,Pride and Prejudice and Zombies,3.28,https://images.gr-assets.com/books/1320449653m/5899779.jpg
316154695,David Sedaris,2013,Lets Explore Diabetes with Owls,3.8,https://images.gr-assets.com/books/1359704028m/15790837.jpg
671746723,Douglas Adams,1987,Dirk Gently's Holistic Detective Agency,3.97,https://images.gr-assets.com/books/1404697381m/365.jpg
810994739,Jeff Kinney,2008,Rodrick Rules,4.1,https://images.gr-assets.com/books/1360095964m/1809465.jpg
804138141,Mindy Kaling,2015,Why Not Me?,3.89,https://images.gr-assets.com/books/1442548684m/22716447.jpg
62285688,Veronica Roth,2014,Four: A Divergent Collection,4.1,https://images.gr-assets.com/books/1393687572m/18126198.jpg
1594206279,Aziz Ansari, Eric Klinenberg,2015,Modern Romance,3.85,https://images.gr-assets.com/books/1432335014m/23453112.jpg
61992259,Katherine Applegate, Patricia Castelao,2012,The One and Only Ivan,4.24,https://images.gr-assets.com/books/1424981397m/11594337.jpg
765350378,Brandon Sanderson,2005,Elantris,4.17,https://images.gr-assets.com/books/1475740953m/68427.jpg
1406310255,Patrick Ness,2008,The Knife of Never Letting Go,3.96,https://images.gr-assets.com/books/1277071696m/2118745.jpg
312199430,Jim Fergus,1998,One Thousand White Women: The Journals of May Dodd,3.88,https://images.gr-assets.com/books/1389821957m/33512.jpg
743296419,Jodi Picoult,2009,Handle with Care,3.96,https://images.gr-assets.com/books/1316440644m/3720975.jpg
1416521496,Stephen King, Darrel Anderson,2004,Song of Susannah,3.98,https://images.gr-assets.com/books/1372296326m/5093.jpg
525423664,Ally Condie,2012,Reached,3.56,https://images.gr-assets.com/books/1330717582m/13125947.jpg
99578514,Salman Rushdie,1981,Midnight's Children,3.99,https://images.gr-assets.com/books/1371063511m/14836.jpg
1400049628,Max Brooks,2004,The Zombie Survival Guide: Complete Protection from the Living Dead,3.86,https://images.gr-assets.com/books/1320562270m/535441.jpg
440234743,John Grisham,1999,The Testament,3.83,https://images.gr-assets.com/books/1403174228m/5348.jpg
1579126251,Agatha Christie,1930,Murder at the Vicarage,4.03,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1416924981,Margaret Peterson Haddix,1998,Among the Hidden ,3.97,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1594201455,Michael Pollan,2007,In Defense of Food: An Eater's Manifesto,4.07,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
440995779,Elizabeth George Speare,1958,The Witch of Blackbird Pond,3.97,https://images.gr-assets.com/books/1345499790m/703292.jpg
440241898,Sophie Kinsella,2002,Shopaholic Ties the Knot,3.77,https://images.gr-assets.com/books/1371383294m/9419.jpg
141439610,Wilkie Collins, Matthew Sweet,1859,The Woman in White,3.98,https://images.gr-assets.com/books/1295661017m/5890.jpg
316349933,Robert Galbraith, J.K. Rowling,2015,Career of Evil,4.21,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1416968237,Jenny Han,2009,The Summer I Turned Pretty,3.96,https://images.gr-assets.com/books/1361666855m/5821978.jpg
312966970,Janet Evanovich,1998,Four to Score ,4.17,https://images.gr-assets.com/books/1311983211m/6422.jpg
1573225789,James McBride,1996,The Color of Water: A Black Man's Tribute to His White Mother,4.06,https://images.gr-assets.com/books/1401311300m/29209.jpg
60889578,Steven D. Levitt, Stephen J. Dubner,2009,SuperFreakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance,3.95,https://images.gr-assets.com/books/1308117804m/6402364.jpg
385339151,Karen Marie Moning,2006,Darkfever,4.14,https://images.gr-assets.com/books/1392579949m/112750.jpg
312857063,Terry Goodkind,1995,Stone of Tears,4.1,https://images.gr-assets.com/books/1478930875m/234184.jpg
312554168,Emily Giffin,2010,Heart of the Matter,3.73,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
141439831,William Makepeace Thackeray, John Carey,1847,Vanity Fair: A Novel Without a Hero,3.76,https://images.gr-assets.com/books/1344386439m/5797.jpg
1857988841,Kurt Vonnegut Jr.,1959,The Sirens of Titan,4.16,https://images.gr-assets.com/books/1419363185m/4982.jpg
2266047426,Stephen King, Dominique Dill,1992,Dolores Claiborne,3.81,https://images.gr-assets.com/books/1394213480m/10625.jpg
62414216,Cynthia D'Aprix Sweeney,2016,The Nest,3.45,https://images.gr-assets.com/books/1461354827m/25781157.jpg
1563899426,Bill Willingham, Lan Medina, Steve Leialoha, Craig Hamilton, James Jean,2001,Fables, Volume 1: Legends in Exile,3.99,https://images.gr-assets.com/books/1375392441m/21326.jpg
142000280,David    Allen,2001,Getting Things Done: How To Achieve Stress-free Productivity,3.98,https://images.gr-assets.com/books/1312474060m/1633.jpg
446671002,James Redfield,1993,The Celestine Prophecy,3.6,https://images.gr-assets.com/books/1341360412m/13103.jpg
803736991,Huntley Fitzpatrick,2012,My Life Next Door ,4.02,https://images.gr-assets.com/books/1394240144m/12294652.jpg
525952926,Ken Follett,2012,Winter of the World,4.29,https://images.gr-assets.com/books/1369453743m/12959233.jpg
033041836X,Alice Sebold,1999,Lucky,3.77,https://images.gr-assets.com/books/1327190847m/82970.jpg
140679239X,Virginia Woolf,1927,To The Lighthouse ,3.76,https://images.gr-assets.com/books/1346239665m/59716.jpg
8129104598,Chetan Bhagat,2004,Five Point Someone: What Not to Do at IIT,3.43,https://images.gr-assets.com/books/1298571209m/105576.jpg
425197549,Laurell K. Hamilton,1993,Guilty Pleasures,4.02,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
375836675,Markus Zusak,2002,The Messenger,4.09,https://images.gr-assets.com/books/1398483261m/19057.jpg
141439653,Thomas Hardy, Rosemarie Morgan, Shannon Russell,1874,Far from the Madding Crowd,3.92,https://images.gr-assets.com/books/1388279695m/31463.jpg
60855908,Terry Pratchett,1987,Equal Rites,4.0,https://images.gr-assets.com/books/1407706800m/34507.jpg
038560310X,Mark Z. Danielewski,2000,House of Leaves,4.13,https://images.gr-assets.com/books/1403889034m/24800.jpg
380718340,Patricia Cornwell,1993,Cruel & Unusual,4.11,https://images.gr-assets.com/books/1327865095m/85379.jpg
385537131,John Grisham,2013,Sycamore Row,3.98,https://images.gr-assets.com/books/1375888633m/17288661.jpg
312650248,P.C. Cast, Kristin Cast,2011,Awakened,4.02,https://images.gr-assets.com/books/1307744664m/8652190.jpg
1583485090,Willa Cather,1918,My Ántonia,3.76,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
152061548,Susan Beth Pfeffer,2006,Life As We Knew It,3.89,https://images.gr-assets.com/books/1328012816m/213753.jpg
713998946,Jon Stewart, Ben Karlin, David Javerbaum, Rich Bloomquist, Steve Bodow, Tim Carvell, Eric Drysdale, J.R. Havlan, Scott Jacobson, Tom Johnson, Rob Kutner, Chris Regan, Jason Reich, Jason Ross, Stephen Colbert, Samantha Bee, Rob Corddry, Brendan Hay, Ed Helms,2004,America (The Book): A Citizen's Guide to Democracy Inaction,4.02,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
800759494,Don Piper, Cecil Murphey,2004,90 Minutes in Heaven,3.91,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1455520659,Nicholas Sparks,2012,The Longest Ride,4.14,https://images.gr-assets.com/books/1367536453m/17407748.jpg
312995059,Jeffrey Archer,1979,Kane and Abel,4.27,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
743496744,Jodi Picoult,2008,Change of Heart,3.91,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
312423799,Augusten Burroughs,2003,Dry: A Memoir,4.01,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
446613347,James Patterson,2001,Sam's Letters To Jennifer,4.15,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1101946342,E.L. James,2015,Grey,3.76,https://images.gr-assets.com/books/1433182986m/25644601.jpg
441172695,Frank Herbert,1969,Dune Messiah ,3.86,https://images.gr-assets.com/books/1392528394m/106.jpg
6280560,C.S. Lewis,1945,The Great Divorce,4.28,https://images.gr-assets.com/books/1166805741m/17267.jpg
1416528636,Jennifer Weiner,2004,Little Earthquakes,3.76,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
517092913,Hans Christian Andersen, Lily Owens, Arthur Rackham, Hans Richter,1835,Eventyr og historier,4.28,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
316075809,Mark Cotta Vaz,2009,New Moon: The Complete Illustrated Movie Companion,4.34,https://images.gr-assets.com/books/1343724104m/6466909.jpg
767905202,Jane Green,1999,Mr Maybe,3.41,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
553213172,L.M. Montgomery,1915,Anne of the Island,4.21,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
140047484,Friedrich Nietzsche, Walter Kaufmann,1883,Also sprach Zarathustra,4.05,https://images.gr-assets.com/books/1480901846m/51893.jpg
140620192,Elizabeth Gaskell, Alan Shelston,1854,North and South,4.13,https://images.gr-assets.com/books/1349633381m/156538.jpg
1451629184,Jaycee Dugard,2011,A Stolen Life,3.89,https://images.gr-assets.com/books/1327928284m/11330361.jpg
752224417,Michael Crichton,1995,The Lost World,3.72,https://images.gr-assets.com/books/1386864575m/8650.jpg
62014536,Lauren Oliver,2013,Requiem,3.74,https://images.gr-assets.com/books/1340992438m/9593913.jpg
812550285,Robert Jordan,1996,A Crown of Swords,4.0,https://images.gr-assets.com/books/1358542379m/13890.jpg
679728759,Cormac McCarthy,1985,Blood Meridian: Or the Evening Redness in the West,4.18,https://images.gr-assets.com/books/1453995760m/394535.jpg
1442426675,Becca Fitzpatrick,2012,Finale,4.22,https://images.gr-assets.com/books/1362408156m/12751687.jpg
751504386,Stephen King,1985,Skeleton Crew,3.93,https://images.gr-assets.com/books/1271861632m/13440.jpg
99437961,Chuck Palahniuk,2002,Lullaby,3.73,https://images.gr-assets.com/books/1327268513m/22206.jpg
8129115301,Chetan Bhagat,2009,Two States,3.42,https://images.gr-assets.com/books/1255292027m/6969361.jpg
451458923,Jim Butcher,2002,Summer Knight,4.3,https://images.gr-assets.com/books/1345557469m/91478.jpg
345484266,Anne McCaffrey, Teodor Panasiński,1968,Dragonflight,4.1,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
618968474,John D. Rateliff, J.R.R. Tolkien,2007,The History of the Hobbit, Part One: Mr. Baggins,3.81,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
014100018X,Joanne Harris,1998,Chocolat,3.95,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
553116606,Jay Anson,1977,The Amityville Horror,3.82,https://images.gr-assets.com/books/1306079371m/293101.jpg
771068719,Michael Ondaatje,1992,The English Patient,3.88,https://images.gr-assets.com/books/1320527907m/11713.jpg
1936305550,Sylvain Reynard,2012,Gabriel's Rapture,4.22,https://images.gr-assets.com/books/1343962380m/13639050.jpg
192839993,James Joyce, Jeri Johnson,1914,Dubliners,3.85,https://images.gr-assets.com/books/1334138184m/11012.jpg
1400063736,Colum McCann,2009,Let the Great World Spin,3.93,https://images.gr-assets.com/books/1474988022m/5941033.jpg
141321318,Eoin Colfer,2003,The Eternity Code,4.04,https://images.gr-assets.com/books/1327945417m/227865.jpg
440236703,Harlan Coben,2001,Tell No One,4.11,https://images.gr-assets.com/books/1421365049m/43933.jpg
1423121309,Rachel Hawkins,2010,Hex Hall,3.96,https://images.gr-assets.com/books/1368393885m/5287473.jpg
761169253,Austin Kleon,2010,Steal Like an Artist,3.86,https://images.gr-assets.com/books/1404576602m/13099738.jpg
60512806,Neal Stephenson,1999,Cryptonomicon,4.25,https://images.gr-assets.com/books/1327931476m/816.jpg
1476730105,Christina Lauren,2013,Beautiful Bastard,4.05,https://images.gr-assets.com/books/1362258921m/16102004.jpg
60959037,Barbara Kingsolver,2000,Prodigal Summer,3.98,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
452282829,Joyce Carol Oates,1996,We Were the Mulvaneys,3.7,https://images.gr-assets.com/books/1309282868m/5204.jpg
006097625X,Scott McCloud,1993,Understanding Comics: The Invisible Art,3.98,https://images.gr-assets.com/books/1328408101m/102920.jpg
316077054,Kami Garcia, Margaret Stohl,2010,Beautiful Darkness,3.84,https://images.gr-assets.com/books/1327879100m/7842288.jpg
743454553,Jodi Picoult,2005,Vanishing Acts,3.68,https://images.gr-assets.com/books/1407719603m/14865.jpg
330419641,David Baldacci,1995,Absolute Power,4.15,https://images.gr-assets.com/books/1328399707m/15159.jpg
312976275,Janet Evanovich,2000,Hot Six,4.18,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1401322786,Mitch Albom,2012,The Time Keeper,3.85,https://images.gr-assets.com/books/1340478576m/13624688.jpg
60590270,Christopher Moore,2006,A Dirty Job,4.08,https://images.gr-assets.com/books/1331323415m/33456.jpg
393324818,Michael   Lewis,2003,Moneyball: The Art of Winning an Unfair Game,4.24,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
078681859X,Jonathan Stroud,2003,The Amulet of Samarkand,3.99,https://images.gr-assets.com/books/1327877926m/334123.jpg
446580503,Stephen Colbert, Richard Dahm, Paul Dinello, Allison Silverman, Michael Brumm, Eric Drydale, Rob Dubbin, Glenn Eichler, Peter Grosz, Peter Gwinn, Jay Katsir, Laura Krafft, Frank Lesser, Tom Purcell,2007,I Am America (And So Can You!),3.91,https://images.gr-assets.com/books/1435873807m/611298.jpg
688014291,Kenneth H. Blanchard, Spencer Johnson,1981,The One Minute Manager,3.85,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
553258478,Leon Uris,1958,Exodus,4.33,https://images.gr-assets.com/books/1359742531m/42697.jpg
068484477X,Ursula Hegi,1994,Stones from the River,4.07,https://images.gr-assets.com/books/1366513909m/77163.jpg
394758285,Raymond Chandler,1939,The Big Sleep,4.04,https://images.gr-assets.com/books/1371584712m/2052.jpg
014200068X,John Steinbeck,1945,Cannery Row ,4.02,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
446585025,Ellen DeGeneres,2011,Seriously...I'm Kidding,3.72,https://images.gr-assets.com/books/1441195131m/11230081.jpg
439272637,Lemony Snicket, Brett Helquist,2000,The Miserable Mill,3.83,https://images.gr-assets.com/books/1352146209m/65119.jpg
316175676,Eowyn Ivey,2012,The Snow Child,3.95,https://images.gr-assets.com/books/1327098624m/11250053.jpg
810970686,Jeff Kinney,2009,The Last Straw,4.11,https://images.gr-assets.com/books/1350396036m/3293821.jpg
679433139,Dante Alighieri, Allen Mandelbaum, Eugenio Montale,1308,La Divina Commedia,4.06,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1405204265,Benjamin Hoff, Ernest H. Shepard,1982,The Tao of Pooh,4.01,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1620610116,Jennifer L. Armentrout,2012,Onyx,4.33,https://images.gr-assets.com/books/1329408511m/13047090.jpg
62085530,Tahereh Mafi,2013,Unravel Me (Shatter Me, #2),4.28,https://images.gr-assets.com/books/1340287622m/13104080.jpg
812968972,Sarah Dunant,2003,The Birth of Venus,3.79,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
385354282,David Lagercrantz, Stieg Larsson, George Goulding,2015,Det som inte dödar oss,3.73,https://images.gr-assets.com/books/1427843648m/25074850.jpg
081299860X,Emma Cline,2016,The Girls,3.49,https://images.gr-assets.com/books/1492065338m/26893819.jpg
1582349908,Shannon Hale,2003,The Goose Girl,4.18,https://images.gr-assets.com/books/1330728389m/179064.jpg
60584750,Dennis Lehane,2001,Mystic River,4.19,https://images.gr-assets.com/books/1407109549m/21671.jpg
99549344,Isaac Marion,2010,Warm Bodies,3.93,https://images.gr-assets.com/books/1323400027m/7619057.jpg
451528352,Mark Twain, Everett H. Emerson,1881,The Prince and the Pauper,3.84,https://images.gr-assets.com/books/1376406798m/62446.jpg
340837942,Robert A. Heinlein,1966,The Moon is a Harsh Mistress,4.17,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
330371231,Janet Evanovich,1999,High Five,4.17,https://images.gr-assets.com/books/1270849101m/6423.jpg
1781162646,Stephen King,2013,Joyland,3.9,https://images.gr-assets.com/books/1348154483m/13596166.jpg
068480154X,F. Scott Fitzgerald,1933,Tender Is the Night,3.83,https://images.gr-assets.com/books/1438797669m/46164.jpg
038531258X,Olive Ann Burns,1984,Cold Sassy Tree,3.99,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
811214044,Tennessee Williams,1945,The Glass Menagerie,3.67,https://images.gr-assets.com/books/1391591003m/92517.jpg
1609450787,Elena Ferrante, Ann Goldstein,2011,L'amica geniale,3.88,https://images.gr-assets.com/books/1343064947m/13586707.jpg
307353133,Timothy Ferriss,2007,The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich,3.84,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
62515675,Robin S. Sharma,1996,The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams & Reaching Your Destiny,3.77,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
670022691,Amor Towles,2011,Rules of Civility,3.99,https://images.gr-assets.com/books/1311705045m/10054335.jpg
575077026,Larry Niven,1970,Ringworld,3.96,https://images.gr-assets.com/books/1408793358m/61179.jpg
399254129,Ruta Sepetys,2011,Between Shades of Gray,4.36,https://images.gr-assets.com/books/1327873479m/7824322.jpg
689818769,Andrew Clements, Brian Selznick,1996,Frindle,3.79,https://images.gr-assets.com/books/1344395824m/439173.jpg
810983915,Jeff Kinney,2009,Dog Days,4.14,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
62065246,Louise Erdrich,2012,The Round House,3.91,https://images.gr-assets.com/books/1352999408m/13602426.jpg
006223742X,Veronica Roth,2012,Free Four: Tobias Tells the Divergent Story,4.18,https://images.gr-assets.com/books/1399503802m/13615258.jpg
385539258,Hanya Yanagihara,2015,A Little Life,4.27,https://images.gr-assets.com/books/1446469353m/22822858.jpg
1563899809,Brian K. Vaughan, Pia Guerra, José Marzán Jr.,2003,Y: The Last Man, Vol. 1: Unmanned,4.12,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
765330423,Brandon Sanderson,2011,The Alloy of Law,4.2,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
345452003,Anne Tyler, Jennifer Bassett,1985,The Accidental Tourist,3.9,https://images.gr-assets.com/books/1502220282m/60792.jpg
1442408928,Benjamin Alire Sáenz,2012,Aristotle and Dante Discover the Secrets of the Universe,4.34,https://images.gr-assets.com/books/1328320260m/12000020.jpg
451528522,H.G. Wells,1897,The Invisible Man,3.62,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
61122092,Paulo Coelho, Alan R. Clarke,1994,Na margem do rio Piedra eu sentei e chorei,3.57,https://images.gr-assets.com/books/1466877798m/1428.jpg
1402726023,Johann David Wyss, Scott McKowen, Arthur Pober,1812,Der Schweizerische Robinson,3.92,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
450542882,Stephen King,1990,Four Past Midnight,3.9,https://images.gr-assets.com/books/1321023197m/133266.jpg
1937044963,Jennifer Probst,2012,The Marriage Bargain,3.81,https://images.gr-assets.com/books/1329319988m/13486122.jpg
553213148,L.M. Montgomery,1909,Anne of Avonlea,4.21,https://images.gr-assets.com/books/1305545757m/77390.jpg
448405202,Watty Piper, Doris Hauman, George Hauman,1930,The Little Engine That Could,4.15,https://images.gr-assets.com/books/1352736875m/824204.jpg
399162097,Karen Joy Fowler,2013,We Are All Completely Beside Ourselves,3.71,https://images.gr-assets.com/books/1364850195m/16176440.jpg
765304740,Orson Scott Card,1996,Children of the Mind,3.74,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
679722769,James Joyce,1922,Ulysses,3.74,https://images.gr-assets.com/books/1428891345m/338798.jpg
142401773,Sarah Dessen,1998,Someone Like You,3.94,https://images.gr-assets.com/books/1336001301m/816953.jpg
312304358,Alan Brennert,2003,Moloka'i,4.15,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
99471426,Anne Rice,1990,The Witching Hour,4.1,https://images.gr-assets.com/books/1327289387m/11901.jpg
1581345283,Frank E. Peretti,1986,This Present Darkness,4.24,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1594634475,Lauren Groff,2015,Fates and Furies,3.56,https://images.gr-assets.com/books/1434750235m/24612118.jpg
440243750,Judy Blume,1998,Summer Sisters,3.83,https://images.gr-assets.com/books/1167356646m/22695.jpg
64400565,E.B. White, Garth Williams,1945,Stuart Little,3.88,https://images.gr-assets.com/books/1347367311m/138959.jpg
380508567,Isaac Asimov,1953,The Foundation Trilogy,4.39,https://images.gr-assets.com/books/1316412178m/46654.jpg
64408639,Lemony Snicket, Brett Helquist,2000,The Austere Academy,3.97,https://images.gr-assets.com/books/1320706187m/131123.jpg
312980140,Janet Evanovich,2001,Seven Up,4.15,https://images.gr-assets.com/books/1311720512m/6424.jpg
61662763,Kelley Armstrong,2009,The Awakening,4.16,https://images.gr-assets.com/books/1478986806m/5391115.jpg
451459407,Jim Butcher,2003,Death Masks,4.32,https://images.gr-assets.com/books/1345557713m/91479.jpg
152802177,Janell Cannon,1993,Stellaluna,4.22,https://images.gr-assets.com/books/1275583521m/786256.jpg
575077883,Joe Abercrombie,2007,Before They Are Hanged,4.27,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
345494997,Nancy Horan,2007,Loving Frank,3.73,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
312983867,Janet Evanovich, Lorelei King,2002,Hard Eight,4.17,https://images.gr-assets.com/books/1479699438m/6425.jpg
60566221,Lemony Snicket, Brett Helquist,2001,The Vile Village,3.94,https://images.gr-assets.com/books/1352066958m/150037.jpg
